time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P(Pa)
2022-04-27 11:45:02.6830,0.543,-0.374,-0.92,-2.53,-0.72,0.74,0.01,0.58,-0.07,104736.572
2022-04-27 11:45:02.6930,0.55,-0.348,-0.907,-2.61,-1.0,0.71,0.1,0.37,0.0,104736.572
2022-04-27 11:45:02.7030,0.549,-0.327,-0.893,-2.56,-1.23,0.55,0.21,0.17,0.06,104736.572
2022-04-27 11:45:02.7130,0.549,-0.321,-0.882,-2.56,-1.37,0.47,0.21,0.17,0.06,104736.572
2022-04-27 11:45:02.7220,0.539,-0.307,-0.862,-2.53,-1.46,0.29,0.38,-0.21,0.14,104736.572
2022-04-27 11:45:02.7330,0.512,-0.294,-0.852,-2.31,-1.67,0.19,0.46,-0.35,0.18,104736.572
2022-04-27 11:45:02.7420,0.506,-0.289,-0.818,-2.2,-1.76,-0.04,0.46,-0.35,0.18,104736.572
2022-04-27 11:45:02.7520,0.499,-0.284,-0.798,-2.19,-1.89,-0.3,0.55,-0.45,0.21,104736.572
2022-04-27 11:45:02.7620,0.486,-0.305,-0.762,-2.15,-1.84,-0.54,0.7,-0.5,0.37,104736.572
2022-04-27 11:45:02.7720,0.466,-0.318,-0.729,-2.04,-1.68,-0.91,0.77,-0.46,0.45,104736.572
2022-04-27 11:45:02.7820,0.428,-0.321,-0.701,-1.8,-1.75,-1.14,0.83,-0.43,0.49,104736.572
2022-04-27 11:45:02.7920,0.377,-0.346,-0.686,-1.4,-1.65,-1.33,0.89,-0.41,0.49,104736.572
2022-04-27 11:45:02.8020,0.315,-0.369,-0.678,-0.89,-1.46,-1.38,0.89,-0.41,0.49,104736.572
2022-04-27 11:45:02.8120,0.253,-0.377,-0.661,-0.29,-1.45,-1.48,0.96,-0.41,0.34,104736.572
2022-04-27 11:45:02.8220,0.198,-0.395,-0.64,0.17,-1.38,-1.62,0.93,-0.34,0.2,104736.572
2022-04-27 11:45:02.8320,0.163,-0.383,-0.615,0.67,-1.42,-1.86,0.88,-0.23,0.1,104736.572
2022-04-27 11:45:02.8420,0.204,-0.366,-0.62,0.46,-1.72,-1.85,0.81,-0.11,0.13,104736.572
2022-04-27 11:45:02.8520,0.248,-0.387,-0.616,-0.03,-1.72,-1.83,0.75,0.04,0.26,104736.572
2022-04-27 11:45:02.8620,0.272,-0.419,-0.615,-0.35,-1.46,-1.79,0.75,0.04,0.26,104736.572
2022-04-27 11:45:02.8720,0.275,-0.442,-0.612,-0.48,-1.27,-1.81,0.69,0.3,0.57,104736.572
2022-04-27 11:45:02.8820,0.241,-0.461,-0.645,-0.31,-1.15,-1.58,0.72,0.31,0.67,104736.572
2022-04-27 11:45:02.8910,0.176,-0.467,-0.673,0.23,-1.08,-1.19,0.78,0.22,0.7,104736.572
2022-04-27 11:45:02.9010,0.116,-0.471,-0.695,0.85,-1.14,-0.91,0.88,0.06,0.65,104736.572
2022-04-27 11:45:02.9110,0.046,-0.474,-0.695,1.43,-1.19,-0.75,0.97,-0.14,0.52,104736.572
2022-04-27 11:45:02.9210,-0.014,-0.501,-0.68,2.1,-1.12,-0.82,0.97,-0.14,0.52,104736.572
2022-04-27 11:45:02.9310,-0.042,-0.534,-0.665,2.39,-0.86,-0.93,1.03,-0.34,0.33,104736.572
2022-04-27 11:45:02.9410,-0.072,-0.559,-0.659,2.64,-0.66,-0.97,1.06,-0.54,0.11,104736.572
2022-04-27 11:45:02.9510,-0.077,-0.566,-0.661,2.76,-0.6,-0.93,1.07,-0.71,-0.13,104736.572
2022-04-27 11:45:02.9610,-0.06,-0.571,-0.647,2.61,-0.64,-0.9,1.08,-0.88,-0.34,104736.572
2022-04-27 11:45:02.9710,-0.054,-0.588,-0.633,2.44,-0.57,-1.11,1.14,-1.23,-0.63,104736.572
2022-04-27 11:45:02.9810,0.003,-0.595,-0.659,2.08,-0.53,-0.84,1.14,-1.23,-0.63,104736.572
2022-04-27 11:45:02.9910,0.025,-0.596,-0.641,1.58,-0.57,-0.85,1.19,-1.5664311647415161,-0.74,104736.572
2022-04-27 11:45:03.0010,0.05,-0.583,-0.664,1.34,-0.72,-0.78,1.24,-1.57,-0.74,104736.572
2022-04-27 11:45:03.0110,0.027,-0.568,-0.691,1.24,-0.94,-0.38,1.26,-2.01,-0.86,104736.572
2022-04-27 11:45:03.0200,-0.013,-0.542,-0.708,1.59,-1.21,-0.19,1.26,-2.16,-0.96,104736.572
2022-04-27 11:45:03.0310,-0.025,-0.517,-0.729,1.72,-1.57,0.11,1.28,-2.15,-1.05,104736.572
2022-04-27 11:45:03.0410,-0.02,-0.505,-0.695,1.61,-1.8,0.05,1.32,-2.01,-1.05,104736.572
2022-04-27 11:45:03.0520,0.004,-0.496,-0.723,1.45,-1.97,-0.09,1.45,-1.93,-0.95,104736.572
2022-04-27 11:45:03.0600,0.053,-0.51,-0.772,0.93,-2.03,0.7,1.58,-1.88,-0.78,104736.572
2022-04-27 11:45:03.0700,0.088,-0.543,-0.77,0.45,-1.85,0.84,1.74,-1.83,-0.59,104736.572
2022-04-27 11:45:03.0800,0.063,-0.567,-0.778,0.34,-1.64,0.93,1.74,-1.83,-0.59,104736.572
2022-04-27 11:45:03.0900,0.039,-0.56,-0.805,0.64,-1.73,1.28,2.05,-1.69,-0.3,104736.572
2022-04-27 11:45:03.1000,0.027,-0.563,-0.816,0.57,-1.89,1.61,2.21,-1.59,-0.21,104736.572
2022-04-27 11:45:03.1100,-0.03,-0.561,-0.811,1.0,-1.99,1.74,2.32,-1.48,-0.15,104736.572
2022-04-27 11:45:03.1200,-0.038,-0.56,-0.793,1.17,-2.2,1.78,2.32,-1.48,-0.15,104736.572
2022-04-27 11:45:03.1300,-0.023,-0.585,-0.784,1.02,-2.19,1.81,2.52,-1.33,-0.04,104736.572
2022-04-27 11:45:03.1400,-0.03,-0.62,-0.77,0.83,-1.98,1.9,2.6,-1.32,-0.02,104736.572
2022-04-27 11:45:03.1500,-0.095,-0.633,-0.739,1.26,-1.92,1.87,2.64,-1.41,-0.1,104736.572
2022-04-27 11:45:03.1600,-0.133,-0.648,-0.71,1.74,-1.93,1.73,2.62,-1.47,-0.22,104736.572
2022-04-27 11:45:03.1700,-0.135,-0.679,-0.65,1.77,-1.86,1.55,2.62,-1.47,-0.22,104736.572
2022-04-27 11:45:03.1800,-0.14,-0.712,-0.559,1.79,-1.6,0.9,2.33,-1.31,-0.39,106525.391
2022-04-27 11:45:03.1900,-0.11,-0.74,-0.466,1.58,-1.48,0.18,2.33,-1.31,-0.39,106525.391
2022-04-27 11:45:03.2000,-0.092,-0.798,-0.42,1.31,-1.11,-0.3,1.94,-0.55,-0.23,106525.391
2022-04-27 11:45:03.2100,-0.09,-0.846,-0.394,1.21,-0.61,-0.4,1.94,-0.55,-0.23,106525.391
2022-04-27 11:45:03.2190,-0.101,-0.855,-0.363,1.31,-0.47,-0.55,1.78,-0.05,-0.11,106525.391
2022-04-27 11:45:03.2300,-0.106,-0.861,-0.363,1.4,-0.52,-0.56,1.57,0.76,0.07,106525.391
2022-04-27 11:45:03.2390,-0.113,-0.876,-0.37,1.47,-0.46,-0.27,1.53,1.04,0.11,106525.391
2022-04-27 11:45:03.2490,-0.134,-0.907,-0.341,1.66,-0.28,-0.32,1.53,1.04,0.11,106525.391
2022-04-27 11:45:03.2600,-0.153,-0.937,-0.337,1.91,-0.02,-0.38,1.53,1.31,0.08,106525.391
2022-04-27 11:45:03.2690,-0.166,-0.963,-0.349,2.05,0.19,-0.07,1.53,1.31,0.08,106525.391
2022-04-27 11:45:03.2740,-0.21,-0.981,-0.334,2.42,0.36,-0.01,1.57,1.32,0.02,106525.391
2022-04-27 11:45:03.2890,-0.24,-1.011,-0.316,2.88,0.52,-0.01,1.69,1.39,-0.15,106525.391
2022-04-27 11:45:03.2990,-0.247,-1.047,-0.288,3.06,0.83,-0.07,1.7,1.5,-0.25,106525.391
2022-04-27 11:45:03.3090,-0.232,-1.068,-0.233,3.09,1.06,-0.34,1.67,1.62,-0.31,106525.391
2022-04-27 11:45:03.3190,-0.186,-1.07,-0.182,2.79,1.09,-0.75,1.67,1.62,-0.31,106525.391
2022-04-27 11:45:03.3290,-0.131,-1.078,-0.164,2.36,1.08,-0.89,1.5,1.69,-0.29,106525.391
2022-04-27 11:45:03.3390,-0.077,-1.084,-0.163,1.86,1.15,-0.79,1.39,1.55,-0.25,106525.391
2022-04-27 11:45:03.3490,-0.05,-1.071,-0.175,1.55,1.07,-0.56,1.39,1.55,-0.25,106525.391
2022-04-27 11:45:03.3550,-0.017,-1.06,-0.177,1.36,0.89,-0.34,1.3,1.27,-0.18,106525.391
2022-04-27 11:45:03.3780,0.018,-1.042,-0.171,0.82,0.48,-0.14,1.34,1.02,-0.13,106525.391
2022-04-27 11:45:03.3820,0.033,-1.017,-0.172,0.82,0.48,-0.14,1.43,0.74,-0.09,106525.391
2022-04-27 11:45:03.3880,0.059,-0.983,-0.16,0.65,0.18,-0.02,1.6,0.05,-0.04,106525.391
2022-04-27 11:45:03.3980,0.097,-0.951,-0.137,0.31,-0.21,-0.08,1.6,0.05,-0.04,106525.391
2022-04-27 11:45:03.4080,0.138,-0.932,-0.098,-0.1,-0.46,-0.24,1.64,-0.24,-0.01,106525.391
2022-04-27 11:45:03.4190,0.171,-0.929,-0.066,-0.46,-0.55,-0.47,1.65,-0.73,0.14,106525.391
2022-04-27 11:45:03.4280,0.195,-0.917,-0.023,-0.76,-0.66,-0.64,1.61,-0.98,0.24,106525.391
2022-04-27 11:45:03.4380,0.19,-0.911,0.014,-0.89,-0.76,-0.96,1.61,-0.98,0.24,106525.391
2022-04-27 11:45:03.4480,0.138,-0.89,0.051,-0.59,-0.88,-1.09,1.52,-1.31,0.33,106525.391
2022-04-27 11:45:03.4580,0.06,-0.852,0.109,0.09,-1.25,-1.54,1.39,-1.55,0.35,106525.391
2022-04-27 11:45:03.4680,-0.007,-0.824,0.151,0.77,-1.58,-1.89,1.22,-1.67,0.28,106525.391
2022-04-27 11:45:03.4780,-0.057,-0.805,0.173,1.29,-1.8,-2.12,1.04,-1.65,0.17,106525.391
2022-04-27 11:45:03.4880,-0.085,-0.783,0.177,1.64,-2.0,-2.11,0.76,-1.39,-0.02,106525.391
2022-04-27 11:45:03.4980,-0.089,-0.766,0.192,1.76,-2.21,-2.15,0.76,-1.39,-0.02,106525.391
2022-04-27 11:45:03.5070,-0.077,-0.768,0.214,1.7,-2.26,-2.28,0.62,-1.15,-0.08,106525.391
2022-04-27 11:45:03.5180,-0.049,-0.788,0.248,1.49,-2.14,-2.56,0.44,-0.87,-0.12,106525.391
2022-04-27 11:45:03.5280,-0.016,-0.82,0.27,1.18,-1.84,-2.82,-0.11,-0.45,-0.13,106525.391
2022-04-27 11:45:03.5380,0.01,-0.848,0.271,0.91,-1.56,-2.93,-0.11,-0.45,-0.13,106525.391
2022-04-27 11:45:03.5480,0.037,-0.885,0.242,0.66,-1.23,-2.81,-0.69,-0.48,-0.15,106525.391
2022-04-27 11:45:03.5580,0.054,-0.919,0.19,0.45,-0.84,-2.42,-0.69,-0.48,-0.15,106525.391
2022-04-27 11:45:03.5680,0.066,-0.929,0.124,0.35,-0.67,-1.93,-1.08,-0.74,-0.23,106525.391
2022-04-27 11:45:03.5780,0.08,-0.936,0.039,0.25,-0.6,-1.28,-1.08,-0.74,-0.23,106525.391
2022-04-27 11:45:03.5880,0.094,-0.936,-0.068,0.11,-0.54,-0.44,-1.1,-0.93,-0.27,106525.391
2022-04-27 11:45:03.5980,0.108,-0.923,-0.201,0.02,-0.62,0.68,-0.94,-0.95,-0.26,106525.391
2022-04-27 11:45:03.6070,0.128,-0.905,-0.314,-0.16,-0.77,1.82,-0.71,-0.89,-0.22,106525.391
2022-04-27 11:45:03.6170,0.133,-0.875,-0.38,-0.27,-0.99,2.55,-0.46,-0.79,-0.17,106525.391
2022-04-27 11:45:03.6270,0.134,-0.841,-0.41,-0.23,-1.36,2.91,-0.46,-0.79,-0.17,106525.391
2022-04-27 11:45:03.6370,0.164,-0.835,-0.413,-0.42,-1.51,2.99,-0.05,-0.58,0.03,106525.391
2022-04-27 11:45:03.6470,0.197,-0.841,-0.404,-0.78,-1.47,2.91,0.12,-0.57,0.17,106525.391
2022-04-27 11:45:03.6570,0.204,-0.852,-0.397,-1.0,-1.38,2.85,0.3,-0.6,0.29,106525.391
2022-04-27 11:45:03.6670,0.179,-0.861,-0.37,-0.87,-1.29,2.69,0.44,-0.64,0.35,106525.391
2022-04-27 11:45:03.6770,0.157,-0.869,-0.333,-0.66,-1.22,2.37,0.54,-0.68,0.39,106525.391
2022-04-27 11:45:03.6870,0.135,-0.875,-0.288,-0.5,-1.16,2.01,0.59,-0.67,0.39,106525.391
2022-04-27 11:45:03.6970,0.106,-0.877,-0.232,-0.31,-1.12,1.55,0.59,-0.67,0.39,106525.391
2022-04-27 11:45:03.7070,0.08,-0.88,-0.191,-0.02,-1.14,1.11,0.61,-0.49,0.29,106525.391
2022-04-27 11:45:03.7170,0.084,-0.9,-0.165,0.02,-1.01,0.88,0.58,-0.41,0.25,106525.391
2022-04-27 11:45:03.7270,0.109,-0.927,-0.135,-0.22,-0.76,0.66,0.51,-0.37,0.23,106525.391
2022-04-27 11:45:03.7370,0.116,-0.951,-0.105,-0.42,-0.52,0.4,0.51,-0.37,0.23,106525.391
2022-04-27 11:45:03.7460,0.096,-0.975,-0.081,-0.3,-0.28,0.17,0.42,-0.36,0.17,106525.391
2022-04-27 11:45:03.7560,0.085,-0.986,-0.077,-0.16,-0.12,0.08,0.32,-0.33,0.09,106525.391
2022-04-27 11:45:03.7660,0.082,-0.977,-0.077,-0.1,-0.13,0.11,0.23,-0.22,-0.05,106525.391
2022-04-27 11:45:03.7760,0.086,-0.967,-0.079,-0.12,-0.26,0.15,0.21,-0.15,-0.09,106525.391
2022-04-27 11:45:03.7860,0.092,-0.958,-0.079,-0.17,-0.34,0.17,0.21,-0.15,-0.09,106525.391
2022-04-27 11:45:03.7960,0.106,-0.95,-0.086,-0.25,-0.43,0.22,0.22,-0.01,-0.06,106525.391
2022-04-27 11:45:03.8060,0.135,-0.945,-0.097,-0.49,-0.48,0.35,0.22,-0.01,-0.06,106525.391
2022-04-27 11:45:03.8160,0.152,-0.938,-0.106,-0.73,-0.55,0.46,0.35,0.03,0.12,106525.391
2022-04-27 11:45:03.8260,0.154,-0.936,-0.109,-0.8,-0.61,0.55,0.35,0.03,0.12,106525.391
2022-04-27 11:45:03.8360,0.145,-0.949,-0.098,-0.77,-0.54,0.56,0.43,-0.0,0.18,106525.391
2022-04-27 11:45:03.8460,0.137,-0.976,-0.069,-0.69,-0.31,0.37,0.55,-0.13,0.24,106525.391
2022-04-27 11:45:03.8560,0.131,-0.998,-0.033,-0.66,-0.08,0.09,0.56,-0.21,0.23,106525.391
2022-04-27 11:45:03.8660,0.131,-1.029,0.001,-0.64,0.18,-0.2,0.51,-0.26,0.21,106525.391
2022-04-27 11:45:03.8760,0.14,-1.057,0.038,-0.73,0.49,-0.52,0.43,-0.3,0.19,106525.391
2022-04-27 11:45:03.8850,0.149,-1.078,0.064,-0.85,0.7,-0.77,0.43,-0.3,0.19,106525.391
2022-04-27 11:45:03.8960,0.151,-1.095,0.081,-0.91,0.89,-0.95,0.31,-0.31,0.16,106525.391
2022-04-27 11:45:03.9060,0.15,-1.104,0.085,-0.93,1.01,-1.03,0.18,-0.27,0.13,106525.391
2022-04-27 11:45:03.9160,0.145,-1.104,0.076,-0.9,1.04,-0.97,0.04,-0.2,0.11,106525.391
2022-04-27 11:45:03.9250,0.141,-1.095,0.055,-0.87,0.98,-0.83,-0.14,0.01,0.11,106525.391
2022-04-27 11:45:03.9350,0.138,-1.084,0.025,-0.84,0.87,-0.57,-0.16,0.1,0.14,106525.391
2022-04-27 11:45:03.9450,0.133,-1.07,-0.011,-0.82,0.75,-0.25,-0.13,0.17,0.17,106525.391
2022-04-27 11:45:03.9550,0.114,-1.049,-0.037,-0.71,0.58,0.04,-0.13,0.17,0.17,106525.391
2022-04-27 11:45:03.9650,0.096,-1.036,-0.058,-0.51,0.39,0.26,0.05,0.14,0.2,106525.391
2022-04-27 11:45:03.9750,0.096,-1.039,-0.069,-0.48,0.37,0.41,0.17,0.05,0.23,106525.391
2022-04-27 11:45:03.9850,0.099,-1.038,-0.063,-0.52,0.39,0.43,0.27,-0.08,0.27,106525.391
2022-04-27 11:45:03.9950,0.093,-1.033,-0.042,-0.55,0.35,0.3,0.27,-0.08,0.27,106525.391
2022-04-27 11:45:04.0050,0.075,-1.027,-0.021,-0.41,0.28,0.1,0.42,-0.24,0.34,106525.391
2022-04-27 11:45:04.0150,0.071,-1.031,-0.005,-0.36,0.28,-0.03,0.48,-0.29,0.38,106525.391
2022-04-27 11:45:04.0250,0.067,-1.036,0.008,-0.37,0.34,-0.13,0.48,-0.29,0.38,106525.391
2022-04-27 11:45:04.0350,0.065,-1.042,0.024,-0.4,0.39,-0.21,0.52,-0.33,0.43,106525.391
2022-04-27 11:45:04.0450,0.033,-1.044,0.048,-0.27,0.44,-0.38,0.49,-0.39,0.44,106525.391
2022-04-27 11:45:04.0550,-0.01,-1.045,0.068,0.14,0.43,-0.55,0.44,-0.34,0.4,106525.391
2022-04-27 11:45:04.0650,-0.033,-1.047,0.086,0.4,0.46,-0.69,0.4,-0.25,0.35,106525.391
2022-04-27 11:45:04.0750,-0.048,-1.042,0.098,0.53,0.42,-0.8,0.34,-0.17,0.31,106525.391
2022-04-27 11:45:04.0850,-0.053,-1.053,0.107,0.59,0.47,-0.84,0.26,-0.05,0.26,106525.391
2022-04-27 11:45:04.0950,-0.056,-1.06,0.115,0.59,0.57,-0.93,0.18,0.07,0.21,106525.391
2022-04-27 11:45:04.1050,-0.058,-1.062,0.102,0.58,0.59,-0.87,0.12,0.17,0.16,106525.391
2022-04-27 11:45:04.1150,-0.057,-1.07,0.076,0.58,0.66,-0.63,0.12,0.17,0.16,106525.391
2022-04-27 11:45:04.1240,-0.055,-1.068,0.056,0.55,0.68,-0.38,0.09,0.23,0.11,106525.391
2022-04-27 11:45:04.1340,-0.052,-1.059,0.044,0.51,0.61,-0.24,0.06,0.3,0.04,106525.391
2022-04-27 11:45:04.1440,-0.049,-1.049,0.031,0.49,0.51,-0.13,0.06,0.35,-0.05,106525.391
2022-04-27 11:45:04.1540,-0.042,-1.037,0.014,0.44,0.41,0.04,0.06,0.35,-0.05,106525.391
2022-04-27 11:45:04.1640,-0.036,-1.027,0.005,0.38,0.3,0.17,0.09,0.37,-0.08,106525.391
2022-04-27 11:45:04.1740,-0.027,-1.021,0.001,0.31,0.22,0.24,0.14,0.37,-0.12,106525.391
2022-04-27 11:45:04.1840,-0.013,-1.019,0.003,0.19,0.19,0.25,0.16,0.34,-0.12,106525.391
2022-04-27 11:45:04.1940,0.001,-1.019,0.007,0.07,0.18,0.22,0.19,0.27,-0.1,106525.391
2022-04-27 11:45:04.2040,0.011,-1.019,0.007,-0.05,0.19,0.23,0.19,0.27,-0.1,106525.391
2022-04-27 11:45:04.2140,0.009,-1.011,0.009,-0.06,0.14,0.24,0.26,0.1,-0.07,106525.391
2022-04-27 11:45:04.2240,0.002,-1.004,0.01,0.01,0.07,0.25,0.26,0.1,-0.07,106525.391
2022-04-27 11:45:04.2340,-0.004,-0.997,0.009,0.08,0.01,0.28,0.3,0.02,-0.06,106525.391
2022-04-27 11:45:04.2440,-0.006,-0.988,0.016,0.11,-0.09,0.29,0.35,-0.04,-0.05,106525.391
2022-04-27 11:45:04.2530,-0.018,-0.98,0.029,0.19,-0.16,0.21,0.36,-0.08,-0.06,106525.391
2022-04-27 11:45:04.2630,-0.035,-0.973,0.049,0.36,-0.24,0.07,0.36,-0.08,-0.06,106525.391
2022-04-27 11:45:04.2740,-0.044,-0.971,0.064,0.49,-0.27,-0.07,0.34,-0.05,-0.09,106525.391
2022-04-27 11:45:04.2780,-0.043,-0.971,0.072,0.53,-0.28,-0.14,0.26,0.05,-0.14,106525.391
2022-04-27 11:45:04.2930,-0.028,-0.972,0.074,0.45,-0.27,-0.17,0.26,0.05,-0.14,106525.391
2022-04-27 11:45:04.3030,-0.013,-0.971,0.072,0.28,-0.26,-0.14,0.19,0.14,-0.11,106525.391
2022-04-27 11:45:04.3130,-0.012,-0.969,0.063,0.24,-0.28,-0.07,0.19,0.14,-0.11,106525.391
2022-04-27 11:45:04.3230,-0.012,-0.967,0.048,0.26,-0.3,0.08,0.18,0.17,-0.09,106525.391
2022-04-27 11:45:04.3340,-0.015,-0.964,0.031,0.28,-0.32,0.28,0.27,0.17,-0.08,106525.391
2022-04-27 11:45:04.3430,-0.015,-0.957,0.025,0.3,-0.38,0.41,0.32,0.14,-0.07,106525.391
2022-04-27 11:45:04.3530,-0.017,-0.953,0.03,0.31,-0.43,0.42,0.32,0.14,-0.07,106525.391
2022-04-27 11:45:04.3630,-0.017,-0.956,0.044,0.33,-0.43,0.35,0.38,0.1,-0.06,106525.391
2022-04-27 11:45:04.3730,-0.016,-0.953,0.066,0.32,-0.41,0.2,0.44,0.01,-0.05,106525.391
2022-04-27 11:45:04.3830,-0.015,-0.949,0.092,0.32,-0.47,0.0,0.42,-0.03,-0.04,106525.391
2022-04-27 11:45:04.3930,-0.013,-0.95,0.119,0.31,-0.46,-0.23,0.37,-0.07,-0.03,106525.391
2022-04-27 11:45:04.4030,-0.013,-0.951,0.144,0.3,-0.44,-0.45,0.37,-0.07,-0.03,106525.391
2022-04-27 11:45:04.4130,-0.017,-0.943,0.163,0.33,-0.48,-0.63,0.28,-0.11,-0.04,106525.391
2022-04-27 11:45:04.4230,-0.018,-0.934,0.171,0.36,-0.57,-0.73,0.1,-0.07,-0.06,106525.391
2022-04-27 11:45:04.4330,-0.023,-0.927,0.17,0.41,-0.65,-0.74,0.1,-0.07,-0.06,106525.391
2022-04-27 11:45:04.4420,-0.023,-0.923,0.162,0.43,-0.71,-0.69,-0.01,0.1,-0.06,106525.391
2022-04-27 11:45:04.4520,-0.021,-0.925,0.151,0.42,-0.71,-0.59,-0.01,0.1,-0.06,106525.391
2022-04-27 11:45:04.4620,-0.018,-0.931,0.136,0.39,-0.65,-0.47,-0.03,0.16,-0.04,106525.391
2022-04-27 11:45:04.4720,-0.021,-0.935,0.122,0.4,-0.61,-0.31,-0.04,0.17,-0.05,106525.391
2022-04-27 11:45:04.4820,-0.023,-0.944,0.119,0.44,-0.55,-0.25,-0.04,0.17,-0.05,106525.391
2022-04-27 11:45:04.4920,-0.023,-0.955,0.121,0.45,-0.44,-0.26,-0.04,0.15,-0.06,106525.391
2022-04-27 11:45:04.5020,-0.022,-0.961,0.127,0.43,-0.36,-0.3,-0.07,0.14,-0.08,106525.391
2022-04-27 11:45:04.5120,-0.024,-0.969,0.137,0.46,-0.29,-0.4,-0.07,0.14,-0.08,106525.391
2022-04-27 11:45:04.5220,-0.026,-0.968,0.142,0.48,-0.26,-0.49,-0.13,0.17,-0.08,106525.391
2022-04-27 11:45:04.5320,-0.025,-0.967,0.133,0.5,-0.29,-0.46,-0.13,0.16,-0.05,106525.391
2022-04-27 11:45:04.5420,-0.016,-0.97,0.123,0.43,-0.27,-0.36,-0.1,0.15,-0.02,106525.391
Time,-0.015,-0.969,0.113,0.38,-0.27,-0.29,-0.1,0.15,-0.02,106525.391
2022-04-27 11:45:04.5600,-0.013,-0.976,0.101,0.38,-0.23,-0.15,-0.07,0.09,0.02,106525.391
2022-04-27 11:45:04.5700,-0.009,-0.982,0.107,0.33,-0.16,-0.16,-0.04,0.03,0.05,106525.391
2022-04-27 11:45:04.5800,-0.011,-0.984,0.109,0.31,-0.13,-0.22,-0.03,-0.03,0.08,106525.391
2022-04-27 11:45:04.5900,-0.011,-0.993,0.104,0.33,-0.08,-0.19,-0.01,-0.12,0.11,106525.391
2022-04-27 11:45:04.6000,-0.016,-0.995,0.097,0.32,0.0,-0.12,0.01,-0.2,0.14,106525.391
2022-04-27 11:45:04.6100,-0.029,-0.99,0.093,0.42,-0.05,-0.07,0.04,-0.26,0.15,106525.391
2022-04-27 11:45:04.6200,-0.037,-0.992,0.089,0.51,-0.05,-0.02,0.06,-0.31,0.16,106525.391
2022-04-27 11:45:04.6300,-0.034,-0.995,0.086,0.51,-0.02,0.03,0.1,-0.33,0.18,106525.391
2022-04-27 11:45:04.6400,-0.03,-1.001,0.089,0.43,0.02,0.03,0.14,-0.35,0.21,106525.391
2022-04-27 11:45:04.6500,-0.035,-1.007,0.098,0.42,0.08,-0.02,0.17,-0.36,0.25,106525.391
2022-04-27 11:45:04.6600,-0.043,-1.015,0.11,0.47,0.16,-0.1,0.2,-0.38,0.27,106525.391
2022-04-27 11:45:04.6700,-0.05,-1.022,0.12,0.52,0.23,-0.2,0.21,-0.41,0.28,106525.391
2022-04-27 11:45:04.6800,-0.062,-1.029,0.134,0.6,0.31,-0.29,0.18,-0.44,0.26,106525.391
2022-04-27 11:45:04.6900,-0.075,-1.033,0.149,0.71,0.36,-0.44,0.14,-0.44,0.23,106525.391
2022-04-27 11:45:04.7000,-0.079,-1.033,0.157,0.77,0.37,-0.54,0.07,-0.42,0.2,106525.391
2022-04-27 11:45:04.7100,-0.077,-1.03,0.158,0.75,0.35,-0.58,-0.01,-0.36,0.16,106525.391
2022-04-27 11:45:04.7200,-0.077,-1.026,0.145,0.73,0.31,-0.51,-0.08,-0.28,0.14,106525.391
2022-04-27 11:45:04.7300,-0.082,-1.023,0.132,0.76,0.27,-0.38,-0.14,-0.2,0.11,106525.391
2022-04-27 11:45:04.7400,-0.083,-1.023,0.118,0.78,0.26,-0.28,-0.19,-0.12,0.08,106525.391
2022-04-27 11:45:04.7500,-0.075,-1.027,0.097,0.73,0.29,-0.11,-0.22,-0.05,0.05,106525.391
2022-04-27 11:45:04.7590,-0.067,-1.032,0.079,0.64,0.33,0.06,-0.24,0.01,0.02,106525.391
